Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45,series-46,series-47,series-48,series-49,series-50,series-51,series-52,series-53,series-54,series-55,series-56,series-57,series-58,series-59,series-60,series-61,series-62,series-63,series-64,series-65,series-66,series-67,series-68,series-69,series-70,series-71,series-72
2015-08-30,292941,436587,2313,2671,80755,124787,179916,238978,174692,65019,11208,16859,494816,724095,833218,1275187,710232,431622,4533,5013,379056,199401,360698,222069,244854,308211,1867,2221,112723,85242,112506,84049,475345,517973,2867,2790,133540,154063,312960,398228,7818,10622,1420,1602,7219,9428,806,801,427605,553488,6084,7241,258345,150291,171019,238425,23363,53512,589,803,19426,3303,4136,13364,153342,207754,3364,2268,95653,110340,67383,88912
2015-08-31,230529,318983,2084,2308,97658,149917,106408,139463,159793,70327,10691,14932,579841,826332,720313,1169715,820566,481777,4687,5229,490074,256803,363255,232670,225148,277697,1723,1960,128099,96318,92866,65882,406314,469949,2006,2370,136315,176941,248411,327588,10710,14963,1124,1156,10253,13857,635,772,372028,503821,5244,6664,253420,151134,129800,184855,31390,64691,690,924,27841,3709,3754,12746,130164,163979,2430,2131,93876,102319,45098,62795
2015-09-01,236838,317502,2490,2802,101635,159590,103573,136121,123552,66364,9347,13749,554447,787136,644351,960519,847047,478581,4468,5835,534678,269845,366974,230797,208995,268562,1888,2127,122922,91072,84286,59155,351554,429292,2360,2395,120237,155596,253618,295708,11435,16789,1443,1766,11096,15728,663,792,350641,478552,4917,5935,231424,135982,118684,177673,29113,60101,684,921,24644,4319,3695,12772,121088,150362,2467,1889,82972,91930,39525,56259
2015-09-02,227588,303622,2666,2882,98236,157474,103744,125270,119750,67518,10151,13381,543801,791022,619746,986378,856369,481709,4470,5727,525132,281714,373296,221952,206408,286184,2008,2123,127814,93365,90821,58451,372385,481085,2251,2483,128937,145301,248852,289287,11575,16093,1114,1448,11138,14990,798,941,396217,619156,5495,6404,289005,154580,149470,242638,27855,59139,773,971,23620,4048,3942,13176,119115,152751,3221,3026,84623,93299,39956,54341
2015-09-03,210648,288394,2330,2657,95612,150073,100334,128971,131505,66627,11798,13902,543978,759265,665597,953949,833714,478580,4786,6044,500221,268862,399064,212089,236906,285773,1911,1920,128628,95442,104468,78809,493235,514940,2323,2424,122986,147462,325905,304293,11849,16621,1374,1657,11158,15211,1154,1221,441931,629995,5507,6736,285172,160955,174394,238521,27303,58502,859,1091,23175,4121,3776,12751,136073,152109,3369,2989,97629,91259,44630,56308
2015-09-04,235810,292029,2173,2811,92098,149249,106327,147146,150316,63110,9576,12679,525160,708653,740464,1008640,676168,403159,3816,4617,401837,221254,308893,181007,229218,273552,1893,1942,132315,87911,93298,104882,379005,756693,2627,2877,126277,147047,266908,448277,11188,15516,1542,1852,10283,14212,1161,1308,421010,599278,4933,6247,265962,146240,167803,228643,27029,55848,733,913,23313,3810,3910,12865,117532,149080,3104,2561,85340,87774,44198,53263
2015-09-05,231781,299775,2495,2625,78948,120129,136365,163258,164916,62611,11986,16752,460822,643911,815720,1218585,573852,352216,3631,4593,291436,171346,290298,179567,250864,315927,2064,2095,128673,82447,109827,95492,427553,664981,2754,3091,113226,141788,297739,427618,8480,12400,1749,1893,7400,10769,1263,1181,438121,608097,5713,7079,251888,142778,185711,254870,22983,51929,652,862,19839,3227,4143,13454,123940,169263,3210,2738,82948,90916,58152,70390
2015-09-06,430100,399663,2343,2578,90458,155515,196803,187805,133653,72019,15166,17414,520991,712469,830840,1303783,720987,440945,4190,5089,362272,215411,345017,203680,299657,381224,1795,1991,147351,88056,139855,99005,421992,602424,2524,2608,113336,143697,311982,429612,8008,11899,1466,1670,7255,10410,896,1001,510173,712135,5821,7530,302935,169783,205115,284835,24086,54833,743,991,20707,3622,4114,13786,131886,197483,3059,2259,89325,98353,56433,77054
2015-09-07,311137,356440,2631,3265,107521,168106,120934,145195,148542,75482,13193,13413,635031,780361,832622,1427695,847912,523530,4915,5943,501358,274652,381372,234926,244836,360365,2052,2323,170138,93921,93075,78213,392566,492502,2383,2476,127113,152833,235723,336233,11460,14961,1244,1569,10695,13672,952,1067,461420,655222,5123,6170,289400,168688,175348,245552,27133,57239,832,1027,23676,4180,4178,13148,120525,164655,2844,2663,91235,97546,40845,55342
2015-09-08,250498,319828,2254,2665,117699,158787,116032,132195,131696,75067,13136,13483,796777,847216,736714,1092643,864758,510310,4536,5558,535159,282543,382270,221306,237173,318830,1530,1710,154559,92057,90551,69430,403073,505777,2078,2207,120737,168696,255038,333831,15014,20561,1360,1918,13423,18669,1088,1229,523706,800988,5691,7487,303600,173504,205901,264691,27986,60697,628,866,24125,4422,4910,13343,126452,150961,2813,2235,92399,94209,38117,51601
2015-09-09,223255,301196,1975,2366,107135,151500,105448,121948,125516,68259,13740,16604,573348,877335,670627,990827,849149,540926,4632,6050,522314,272481,405735,231440,269445,313254,2005,2014,155816,99635,100432,66737,374140,502997,1924,2160,118628,153664,233012,339452,11352,16315,864,1263,10767,14815,884,997,510192,757287,5811,7407,299852,168870,206423,251370,27047,59054,683,832,23412,4530,6888,12934,116143,147743,4095,2227,82786,91412,37558,51824
2015-09-10,234264,294232,1932,2409,96951,161230,100021,124210,119372,67234,10985,16378,556853,818590,622280,952860,805557,481515,3999,5430,500501,254638,360299,213849,226233,300749,1659,1800,138851,88232,97133,63993,336865,426748,1893,2056,109095,141611,208140,293614,10558,15635,1062,1564,9938,14355,818,923,472488,651970,5170,6708,279335,161758,184142,301131,27026,58810,780,898,23514,4153,4832,12835,106072,141448,2566,1989,78236,87433,35673,52907
2015-09-11,261161,359638,2566,2950,92183,155424,128550,157728,138816,63551,9995,14705,599436,853010,744790,1093585,725782,441243,3888,4784,414780,218240,322684,195379,229233,289391,2116,2671,131385,83243,89412,60867,395988,520224,3038,3264,121370,155772,244421,313673,10976,15549,1095,1600,10499,14100,758,934,435481,601259,6169,7660,263370,147349,171029,244163,30169,57360,626,744,23366,4004,4371,13622,107211,144555,2442,2361,75440,88974,39011,53644
2015-09-12,254550,353005,2227,2673,70415,113105,159507,170103,128989,61656,9600,14443,489008,701280,833915,1264428,584863,373924,3555,4334,294028,163717,304903,182533,276217,380509,2470,2544,138683,89303,125058,85659,417581,487517,2994,3651,110073,132938,292450,349480,7246,10708,1161,1796,6364,9031,885,1022,445787,580148,6349,8847,256654,146545,192415,247602,26090,53558,669,924,21072,3611,4651,15727,118115,169916,3307,2457,86277,92221,50568,70471
2015-09-13,309763,493343,2483,2879,89525,159917,193698,277170,183720,70406,9012,12159,541129,727574,964713,1558146,694201,434557,2946,3767,341816,195092,359185,213094,297355,486214,1897,2157,210567,98506,158451,86031,436744,516646,3705,4107,112932,137710,329793,391898,8052,11850,1163,1755,7370,9577,891,1162,499236,698712,6633,9032,302460,164086,200867,276103,25722,53763,609,803,21701,3576,5264,14080,125235,191126,2338,2049,83449,94867,55311,77454
2015-09-14,256131,356250,2296,2578,124767,179003,122736,137705,159440,72029,9704,14458,691233,818092,723906,1232175,851806,495267,5727,6953,474413,267872,374697,228558,265594,338680,1878,2199,178342,96457,97519,62149,435812,426910,2653,3377,116267,155110,227005,306889,11001,17419,1023,1332,10871,15820,822,948,471143,656778,6454,8414,299877,167896,184959,247278,30327,61423,523,643,26740,4269,4420,12532,109344,161688,2831,2029,79886,89892,38720,54832
2015-09-15,244067,324955,2748,2942,112772,158913,104271,133594,129963,76345,12053,15499,625152,795802,651844,1123462,783957,442040,5832,8214,447261,261238,358762,202152,205218,323839,1977,2249,156153,98760,98629,64452,423335,416815,2582,2833,115022,146524,240206,305364,12277,19648,1463,2028,11734,17550,1296,1561,497506,637998,6234,8041,304615,164521,181438,255265,29511,62878,565,801,27343,4304,3928,12009,108030,154353,3071,2530,76767,89146,40031,52943
2015-09-16,223360,311411,3845,4479,101680,161655,97832,121666,118843,75321,16067,21145,618383,798179,629283,992815,767268,422867,5836,7148,432972,236489,360591,203691,217655,367599,3499,3643,171040,103177,104065,64662,378054,432610,20123,23704,119591,147659,221599,285910,12544,19525,1427,2802,12079,16924,999,1152,497720,624243,6962,8716,307184,167364,187486,254675,29974,63369,892,1648,26591,4503,3775,11653,109186,151938,3935,3130,77774,91347,39453,51866
2015-09-17,226495,317433,3549,4126,98083,151594,104148,125289,118445,71728,15428,22274,629057,809690,608967,1058427,818091,503088,5737,8369,500610,264705,419292,227728,199135,370689,2785,4558,151064,93462,92218,62193,393385,481701,17999,24456,116569,155814,227336,306516,12631,18512,2043,3481,12370,17846,871,1021,483153,614876,6932,8935,298071,166484,185646,243698,31907,60306,983,1319,26981,4831,3807,11988,113112,146893,3394,2517,77008,91905,42241,52124
2015-09-18,251607,324441,3655,4147,89081,137716,106564,163515,117788,67638,14704,21264,561479,730610,625273,992557,722249,437177,6609,8786,457742,212306,346635,202104,206475,352906,3282,4101,147502,83027,89553,61051,411744,416006,22540,22420,124931,198881,225300,278402,11274,18636,1948,2632,10878,17859,921,942,462380,585822,8218,9737,275636,146903,168314,244235,27882,60476,803,1060,24841,4023,3686,12496,132582,150782,3498,2910,86125,92939,47697,53484
2015-09-19,229234,340774,3174,3750,74379,117605,131774,188573,116998,60662,13266,21838,461178,624717,725164,1170390,590907,364689,5262,6398,298720,167891,304822,187048,219203,311126,2197,2606,130497,77393,111083,82853,417539,460526,29419,25477,102224,144746,255492,349650,10465,17305,1693,2541,9787,14053,889,952,442963,588617,7726,9959,245402,139614,195617,253581,23669,52648,765,1050,19758,3311,3755,12972,127453,191106,3548,3085,83817,102651,55597,74913
2015-09-20,280069,400646,3096,3667,89395,146969,196413,236911,123526,65848,14152,22739,539650,760142,825477,1331039,713575,507872,5513,7434,372590,197005,403549,235720,228306,372255,2235,2604,146904,85985,116232,83967,429954,458762,23357,27632,104291,132340,287802,356476,7861,13049,1382,1940,7356,10936,827,944,551468,718832,8321,9687,304575,173163,210299,291429,25021,61488,828,1057,20721,3533,4246,13622,133233,204312,3568,2674,88079,106343,62620,76044
2015-09-21,232193,369453,2824,3893,115986,167631,113249,138015,199788,71978,16780,24667,672832,941465,699762,1215186,837415,503521,5977,8687,519539,269771,378903,221115,205247,349426,2453,2582,156084,91505,90657,54752,465913,485423,22954,27439,114719,143506,324879,376211,12609,20239,2001,2710,12221,17916,900,996,556561,661571,8446,10315,303275,174435,194988,291758,30310,64209,628,799,26674,4149,3966,11885,113282,165307,4048,2794,82507,104393,41000,53696
2015-09-22,235290,348099,4153,5187,117187,183789,103859,139875,134187,83062,18948,30545,699380,879647,673881,1042172,876286,505541,6477,9265,576747,284496,390987,233010,243486,312580,2882,3292,159269,105675,103031,66439,470949,576846,23663,30502,121681,166499,324299,408365,12017,19292,1544,2164,11549,16111,899,1526,544357,635365,8066,9983,289364,173013,189277,287087,29091,59907,715,1008,26437,4201,3678,11417,116040,157174,4095,3460,80055,96484,39519,54268
2015-09-23,238182,334520,3952,4472,114815,177158,97259,135142,123366,71057,20074,32860,750046,908105,694130,1005563,843933,517061,5965,8476,630139,293061,388020,225583,215296,314952,2382,2716,159184,138995,89970,74845,592907,723334,34516,35791,126465,187337,373747,569626,11296,16800,1556,2830,10983,15947,811,1061,514689,608365,8220,9847,280910,234220,197414,264134,28924,58169,718,960,26502,4229,3597,16165,115492,151329,3656,3564,78796,93873,38598,52646
2015-09-24,240879,350401,3535,4115,126932,157156,104682,152800,126423,70370,18015,28240,583921,858815,728281,928741,770068,460140,5738,8434,525270,266449,339811,198213,206499,305531,2589,3014,161591,90586,106223,64759,382830,484369,18137,26164,119658,154803,265819,331218,11087,22386,1147,1642,10276,21430,974,1273,559956,604256,8431,10429,310682,175508,196853,268772,30136,59315,889,1150,25942,4998,3912,12277,111757,148095,3955,2911,78062,94213,37328,52381
2015-09-25,242122,320321,3616,4449,95061,136175,103180,149707,122099,70901,15906,23558,537987,788896,674258,993967,689241,389253,5703,7280,406368,220397,306537,183172,201139,337105,2887,3952,154192,83622,87864,56310,396012,628075,18332,25919,119223,190214,380601,327407,10940,17912,1665,2741,10153,16650,956,1129,468906,598006,9450,11564,259784,154201,172344,258565,28627,57010,745,891,24246,3605,3855,12761,106990,144432,3849,3072,71945,89109,40621,52453
2015-09-26,240277,328959,3180,3757,78773,120811,114657,194984,121277,67149,13530,18870,436521,644774,748851,1100851,592337,373264,5044,6223,326436,177738,287039,186476,226828,316591,2711,3163,133829,76108,108553,79053,391851,573179,21778,27875,113008,159251,309989,395574,10050,13392,1625,2589,8639,11634,1525,1657,463584,562513,9590,11450,230760,140686,180692,262987,24519,52163,780,1042,20116,3489,4508,13158,153285,180610,4014,3395,76671,110231,81362,75519
2015-09-27,281075,375402,3401,4261,91428,141122,137746,202988,123480,78047,12771,20279,477957,708905,823794,1234440,757641,421465,5330,6687,384411,210930,368660,240952,239250,359828,2714,3217,150298,89128,118796,78334,491686,553798,26517,35811,112301,176809,353357,437075,8511,11979,1714,2853,7605,10765,1021,1189,552227,673467,7728,9680,285025,163399,198105,306919,24917,54143,763,1049,20943,3374,4854,13497,147749,194505,4299,3495,87182,104218,78996,80655
2015-09-28,258908,319825,2907,3658,109728,157753,96661,157288,122466,74164,10751,18886,563889,817929,623868,994857,864716,495210,4801,6880,515962,271927,364439,244451,209076,313740,2198,2568,155192,92096,89195,57631,374599,447057,18973,24563,115202,171602,212888,343545,11986,17124,1392,2125,11319,15900,1028,1275,492230,648315,7044,8796,283565,162743,189092,250190,29927,60232,924,1652,25952,3985,4316,12860,149675,218268,3269,2664,104656,118817,64057,83667
2015-09-29,239461,330495,2855,3574,111590,155545,104707,137345,122085,73475,13521,19091,558390,815131,604712,944400,890875,486445,5911,7361,562288,285444,368748,231298,207516,292066,2577,2908,148818,91291,78826,54491,394549,442456,20922,25161,109824,173003,213199,345070,12557,18064,1952,3187,12228,16996,909,1025,485810,654544,7314,9184,287177,169121,192073,251168,30144,62058,1409,1429,25698,4288,4497,13122,135384,197573,3683,2922,97906,111319,55416,70889
2015-09-30,239243,310474,3030,3630,115288,152976,108311,125140,119829,70359,14580,19029,558264,788018,586899,937081,858823,481379,6646,8192,559678,279285,369920,213440,209895,303108,2839,3071,152502,98158,99975,58894,557622,454839,17207,32567,113289,154159,281193,487190,12605,21762,1926,2616,11860,19320,1177,1357,494920,647122,7376,9377,292399,160136,199669,243320,30559,61233,1466,1408,26434,4267,4359,13077,117318,165313,3045,3413,85656,100976,40891,54788
2015-10-01,237773,287040,3018,3700,102675,147248,109697,122441,111808,64830,13320,17846,587174,791783,539698,904324,799488,451257,5559,8467,537890,265391,331671,202426,206920,295885,2823,2911,153565,88807,93597,57974,401547,428190,18857,25185,111474,144171,222001,322919,11616,17265,1593,2255,11017,16109,926,1186,505294,626119,7459,9772,296460,161832,202348,224368,29659,63102,2038,2192,26135,4643,4142,12126,130152,175720,3473,2410,85274,105168,45542,62075
2015-10-02,218604,299653,3349,4163,92998,130737,94039,139725,111985,65342,15791,18581,532834,765408,661122,1018875,675455,398863,6215,7992,428258,219700,296837,182942,219853,295170,2472,2965,133681,85341,96624,57963,376182,410451,20018,27883,127419,146391,219013,325298,11634,17550,2034,2501,11115,15690,1176,1252,464279,626656,7603,9699,272727,154298,187498,227025,27364,56917,1841,1296,24001,4077,4925,12549,133770,170708,3726,3573,82963,110102,48404,58925
2015-10-03,340241,376394,3617,4089,89067,133484,179786,252935,106244,66080,14308,16895,448602,634667,738670,1159332,559831,358870,5198,6409,315597,169423,273064,212905,246934,340510,2748,3026,121864,85018,124610,77526,469217,520262,23807,31234,121061,137533,285092,438895,7494,11160,1348,1877,6811,9697,927,1027,475193,611825,7573,9590,248939,137409,176633,265146,26175,51767,2286,1458,21712,3497,4368,13579,169647,189012,3786,4128,85315,115654,68579,74640
2015-10-04,340116,408733,3242,4046,105778,155480,173927,238527,121437,69649,13899,18063,499644,703177,875025,1324545,691563,439526,4754,6000,379086,204535,343368,229302,330613,359801,2499,3150,139353,94378,185145,107560,397462,543132,23343,37254,113993,143751,281225,453228,7702,11989,1503,1984,6996,10790,923,987,527624,672844,6607,7835,288143,159116,198856,262868,29757,75729,2524,2219,23468,4299,4801,14058,165280,219229,3897,3184,93290,119455,71616,80152
2015-10-05,245866,365059,3340,4531,116037,184563,93729,130132,139973,74300,13259,18250,578168,795276,709137,1192617,800267,474167,5735,7624,516466,268597,344241,218284,229108,373491,3046,3792,150510,99149,104261,61799,431976,447330,18556,39925,137180,162556,203227,398112,10880,16616,1687,2032,10374,15870,949,1154,498159,669561,7873,9507,301770,165934,192046,237483,33292,59524,850,1192,29255,4250,4466,14487,144613,202391,3660,2839,87499,142933,51958,58656
2015-10-06,233345,370602,2912,3604,114507,176681,98115,144806,130214,72480,15167,20117,696903,779617,654434,1042143,847242,514381,6034,7658,591305,289096,369233,230169,217599,303272,2627,2898,147799,96385,91706,59223,403611,436446,21136,35743,124196,177741,206825,425787,12879,17942,1695,2286,12274,16425,1161,1243,503789,685847,7656,9733,305213,176511,191878,257224,33859,61616,652,855,28982,4416,4455,12668,134005,192916,3560,2685,94154,118589,46511,55570
